UserID,Date,AvgAmount,Category,Age,Sex
1,2024-04-24,47363,양식,27,M
1,2024-04-24,82427,인테리어/가정용품,27,M
1,2024-04-24,91332,종합소매점,27,M
1,2024-04-25,58598,별식/퓨전요리,27,M
1,2024-04-25,55709,인테리어/가정용품,27,M
1,2024-04-25,26914,닭/오리요리,27,M
1,2024-04-25,41168,분식,27,M
1,2024-04-25,18101,패스트푸드,27,M
1,2024-04-26,31500,의약/의료품,27,M
1,2024-04-26,50246,의복/의류,27,M
1,2024-04-26,11304,제과/제빵/떡/케익,27,M
1,2024-04-26,19861,한식,27,M
1,2024-04-26,97900,연료판매,27,M
1,2024-04-27,9299,패스트푸드,27,M
1,2024-04-27,34462,종합소매점,27,M
1,2024-04-27,19896,연료판매,27,M
1,2024-04-27,44476,제과/제빵/떡/케익,27,M
1,2024-04-27,47687,일반스포츠,27,M
1,2024-04-28,67860,의약/의료품,27,M
1,2024-04-28,26313,음/식료품소매,27,M
1,2024-04-28,32156,연료판매,27,M
1,2024-04-28,40506,별식/퓨전요리,27,M
1,2024-04-28,17872,별식/퓨전요리,27,M
1,2024-04-29,78709,음/식료품소매,27,M
1,2024-04-29,3002,중식,27,M
1,2024-04-29,46723,연료판매,27,M
1,2024-04-29,23916,금융상품/서비스,27,M
1,2024-04-29,55515,한식,27,M
1,2024-04-30,16735,기타용품,27,M
1,2024-04-30,15000,커피/음료,27,M
1,2024-04-30,30926,종합소매점,27,M
1,2024-04-30,1285,의복/의류,27,M
1,2024-04-30,23883,종합소매점,27,M
2,2024-04-01,31130,제과/제빵/떡/케익,28,F
2,2024-04-01,94133,종합소매점,28,F
2,2024-04-01,9446,제과/제빵/떡/케익,28,F
2,2024-04-01,72330,음/식료품소매,28,F
2,2024-04-01,66858,차량판매,28,F
2,2024-04-02,42613,차량관리/서비스,28,F
2,2024-04-02,9043,제과/제빵/떡/케익,28,F
2,2024-04-02,19076,일식/수산물,28,F
2,2024-04-02,14007,인테리어/가정용품,28,F
2,2024-04-02,15000,커피/음료,28,F
2,2024-04-03,6364,커피/음료,28,F
2,2024-04-03,18187,별식/퓨전요리,28,F
2,2024-04-03,12818,연료판매,28,F
2,2024-04-03,44704,화장품소매,28,F
2,2024-04-03,15911,휴게소/대형업체,28,F
2,2024-04-04,50994,보안/운송,28,F
2,2024-04-04,76908,특화병원,28,F
2,2024-04-04,26391,기타결제,28,F
2,2024-04-04,1549,별식/퓨전요리,28,F
2,2024-04-04,5245,미용서비스,28,F
2,2024-04-05,77254,연료판매,28,F
2,2024-04-05,82444,닭/오리요리,28,F
2,2024-04-05,16823,의복/의류,28,F
2,2024-04-05,36745,취미/오락,28,F
2,2024-04-05,69078,종합소매점,28,F
2,2024-04-06,53295,한식,28,F
2,2024-04-06,78333,취미/오락,28,F
2,2024-04-06,69041,차량관리/서비스,28,F
2,2024-04-06,77833,건강/기호식품,28,F
2,2024-04-06,23125,차량관리/부품,28,F
2,2024-04-07,1649,취미/오락,28,F
2,2024-04-07,92217,한식,28,F
2,2024-04-07,90383,선물/완구,28,F
2,2024-04-07,34548,한식,28,F
2,2024-04-07,51945,취미/오락,28,F
2,2024-04-08,78136,종합병원,28,F
2,2024-04-08,37663,별식/퓨전요리,28,F
2,2024-04-08,55477,음/식료품소매,28,F
2,2024-04-08,11764,분식,28,F
2,2024-04-08,32233,별식/퓨전요리,28,F
2,2024-04-09,39164,수의업,28,F
2,2024-04-09,95534,종합소매점,28,F
2,2024-04-09,12148,종합소매점,28,F
2,2024-04-09,41981,제과/제빵/떡/케익,28,F
2,2024-04-09,3779,한식,28,F
2,2024-04-10,23781,한식,28,F
2,2024-04-10,45979,취미/오락,28,F
2,2024-04-10,60721,숙박,28,F
2,2024-04-10,31011,가전제품,28,F
2,2024-04-10,66061,인테리어/가정용품,28,F
2,2024-04-11,42912,중식,28,F
2,2024-04-11,29004,음/식료품소매,28,F
2,2024-04-11,62586,한식,28,F
2,2024-04-11,69080,한식,28,F
2,2024-04-11,43776,미용서비스,28,F
2,2024-04-12,35310,한식,28,F
2,2024-04-12,52146,수의업,28,F
2,2024-04-12,70951,취미/오락,28,F
2,2024-04-12,67279,스포츠/레져용품,28,F
2,2024-04-12,89804,취미/오락,28,F
2,2024-04-13,4746,차량관리/서비스,28,F
2,2024-04-13,73821,인터넷쇼핑,28,F
2,2024-04-13,54977,의약/의료품,28,F
2,2024-04-13,25110,제과/제빵/떡/케익,28,F
2,2024-04-13,77159,양식,28,F
2,2024-04-14,60705,연료판매,28,F
2,2024-04-14,5603,사우나/휴게시설,28,F
2,2024-04-14,22021,제과/제빵/떡/케익,28,F
2,2024-04-14,7078,일반병원,28,F
2,2024-04-14,20485,일반병원,28,F
2,2024-04-15,35542,별식/퓨전요리,28,F
2,2024-04-15,75562,취미/오락,28,F
2,2024-04-15,28258,광고/인쇄/인화,28,F
2,2024-04-15,23228,차량관리/서비스,28,F
2,2024-04-15,29440,일반병원,28,F
2,2024-04-16,56059,한식,28,F
2,2024-04-16,23516,제과/제빵/떡/케익,28,F
2,2024-04-16,48261,의복/의류,28,F
2,2024-04-16,38891,한식,28,F
2,2024-04-16,73461,종합소매점,28,F
2,2024-04-17,87148,특화병원,28,F
2,2024-04-17,3361,패스트푸드,28,F
2,2024-04-17,62946,연료판매,28,F
2,2024-04-17,51984,종합소매점,28,F
2,2024-04-17,15146,패스트푸드,28,F
2,2024-04-18,82408,의복/의류,28,F
2,2024-04-18,75092,차량관리/서비스,28,F
2,2024-04-18,90625,제조/도매,28,F
2,2024-04-18,80466,예체능계학원,28,F
2,2024-04-18,32925,음/식료품소매,28,F
2,2024-04-19,76591,종합소매점,28,F
2,2024-04-19,41548,스포츠/레져용품,28,F
2,2024-04-19,98713,의복/의류,28,F
2,2024-04-19,54417,미용서비스,28,F
2,2024-04-19,24525,패션잡화,28,F
2,2024-04-20,26478,의복/의류,28,F
2,2024-04-20,27906,입시학원,28,F
2,2024-04-20,22737,연료판매,28,F
2,2024-04-20,59312,일식/수산물,28,F
2,2024-04-20,84894,스포츠/레져용품,28,F
2,2024-04-21,66262,취미/오락,28,F
2,2024-04-21,8226,일반병원,28,F
2,2024-04-21,45663,의복/의류,28,F
2,2024-04-21,71804,연료판매,28,F
2,2024-04-21,32945,제과/제빵/떡/케익,28,F
2,2024-04-22,20179,종합소매점,28,F
2,2024-04-22,44234,화장품소매,28,F
2,2024-04-22,23236,음/식료품소매,28,F
2,2024-04-22,60965,간이주점,28,F
2,2024-04-22,56276,제조/도매,28,F
2,2024-04-23,93245,음/식료품소매,28,F
2,2024-04-23,80886,일반병원,28,F
2,2024-04-23,32373,제과/제빵/떡/케익,28,F
2,2024-04-23,64315,패션잡화,28,F
2,2024-04-23,32450,일식/수산물,28,F
2,2024-04-24,58919,부페,28,F
2,2024-04-24,90843,부페,28,F
2,2024-04-24,6183,차량관리/서비스,28,F
2,2024-04-24,50512,한식,28,F
2,2024-04-24,19784,악기/공예,28,F
2,2024-04-25,18885,종합소매점,28,F
2,2024-04-25,35846,양식,28,F
2,2024-04-25,92761,연료판매,28,F
2,2024-04-25,51089,한식,28,F
2,2024-04-25,24000,고기요리,28,F
2,2024-04-26,86102,연료판매,28,F
2,2024-04-26,86632,의약/의료품,28,F
2,2024-04-26,15000,커피/음료,28,F
2,2024-04-26,58367,가전제품,28,F
2,2024-04-26,51305,한식,28,F
2,2024-04-27,4237,커피/음료,28,F
2,2024-04-27,93742,한식,28,F
2,2024-04-27,3608,의약/의료품,28,F
2,2024-04-27,18219,음/식료품소매,28,F
2,2024-04-27,19175,제과/제빵/떡/케익,28,F
2,2024-04-28,82720,취미/오락,28,F
2,2024-04-28,36753,악기/공예,28,F
2,2024-04-28,80628,한식,28,F
2,2024-04-28,63186,인테리어/가정용품,28,F
2,2024-04-28,58161,중식,28,F
2,2024-04-29,18394,음/식료품소매,28,F
2,2024-04-29,35709,연료판매,28,F
2,2024-04-29,43742,일반스포츠,28,F
2,2024-04-29,5539,세탁/가사서비스,28,F
2,2024-04-29,64403,일반병원,28,F
2,2024-04-30,46208,분식,28,F
2,2024-04-30,58253,스포츠/레져용품,28,F
2,2024-04-30,55173,의복/의류,28,F
2,2024-04-30,42214,의약/의료품,28,F
2,2024-04-30,49146,한식,28,F
3,2024-04-01,64581,종합소매점,27,F
3,2024-04-01,17600,일식/수산물,27,F
3,2024-04-01,8842,분식,27,F
3,2024-04-01,26990,일반병원,27,F
3,2024-04-01,59317,별식/퓨전요리,27,F
3,2024-04-02,17887,닭/오리요리,27,F
3,2024-04-02,13162,선물/완구,27,F
3,2024-04-02,14372,취미/오락,27,F
3,2024-04-02,52885,음/식료품소매,27,F
3,2024-04-02,66047,인터넷쇼핑,27,F
3,2024-04-03,6313,커피/음료,27,F
3,2024-04-03,75455,예체능계학원,27,F
3,2024-04-03,4769,패스트푸드,27,F
3,2024-04-03,79655,음/식료품소매,27,F
3,2024-04-03,63360,수의업,27,F
3,2024-04-04,15846,간이주점,27,F
3,2024-04-04,54193,의약/의료품,27,F
3,2024-04-04,66544,종합소매점,27,F
3,2024-04-04,91610,의복/의류,27,F
3,2024-04-04,71551,패션잡화,27,F
3,2024-04-05,54663,종합소매점,27,F
3,2024-04-05,15000,커피/음료,27,F
3,2024-04-05,51855,연료판매,27,F
3,2024-04-05,39414,종합소매점,27,F
3,2024-04-05,77624,의복/의류,27,F
3,2024-04-06,10498,종합소매점,27,F
3,2024-04-06,42486,유흥주점,27,F
3,2024-04-06,32717,종합소매점,27,F
3,2024-04-06,35483,닭/오리요리,27,F
3,2024-04-06,15000,커피/음료,27,F
3,2024-04-07,60788,패션잡화,27,F
3,2024-04-07,71361,의복/의류,27,F
3,2024-04-07,56932,화장품소매,27,F
3,2024-04-07,21731,화장품소매,27,F
3,2024-04-07,68241,종합소매점,27,F
3,2024-04-08,92424,간이주점,27,F
3,2024-04-08,1230,한식,27,F
3,2024-04-08,65009,숙박,27,F
3,2024-04-08,1336,간이주점,27,F
3,2024-04-08,27054,한식,27,F
3,2024-04-09,83378,선물/완구,27,F
3,2024-04-09,22273,인테리어/가정용품,27,F
3,2024-04-09,52040,종합소매점,27,F
3,2024-04-09,27597,패션잡화,27,F
3,2024-04-09,10638,패스트푸드,27,F
3,2024-04-10,9978,음/식료품소매,27,F
3,2024-04-10,9236,종합소매점,27,F
3,2024-04-10,78305,일식/수산물,27,F
3,2024-04-10,6956,기타교육,27,F
3,2024-04-10,23894,의약/의료품,27,F
3,2024-04-11,84103,연료판매,27,F
3,2024-04-11,12964,연료판매,27,F
3,2024-04-11,97611,종합소매점,27,F
3,2024-04-11,59568,양식,27,F
3,2024-04-11,57454,연료판매,27,F
3,2024-04-12,73888,특화병원,27,F
3,2024-04-12,48755,인터넷쇼핑,27,F
3,2024-04-12,98486,분식,27,F
3,2024-04-12,26232,의약/의료품,27,F
3,2024-04-12,26049,제과/제빵/떡/케익,27,F
3,2024-04-13,21729,한식,27,F
3,2024-04-13,72667,고기요리,27,F
3,2024-04-13,21875,분식,27,F
3,2024-04-13,50429,한식,27,F
3,2024-04-13,28057,분식,27,F
3,2024-04-14,94869,차량관리/서비스,27,F
3,2024-04-14,1665,패션잡화,27,F
3,2024-04-14,59614,닭/오리요리,27,F
3,2024-04-14,15921,광고/인쇄/인화,27,F
3,2024-04-14,89247,패션잡화,27,F
3,2024-04-15,64298,간이주점,27,F
3,2024-04-15,45530,일반스포츠,27,F
3,2024-04-15,43289,종합소매점,27,F
3,2024-04-15,85450,유아교육,27,F
3,2024-04-15,81473,고기요리,27,F
3,2024-04-16,52095,차량관리/부품,27,F
3,2024-04-16,81180,사무/교육용품,27,F
3,2024-04-16,19457,제과/제빵/떡/케익,27,F
3,2024-04-16,3689,커피/음료,27,F
3,2024-04-16,60061,차량관리/서비스,27,F
3,2024-04-17,29925,중식,27,F
3,2024-04-17,21575,일식/수산물,27,F
3,2024-04-17,6848,종합소매점,27,F
3,2024-04-17,98587,취미/오락,27,F
3,2024-04-17,35435,선물/완구,27,F
3,2024-04-18,36515,한식,27,F
3,2024-04-18,15000,커피/음료,27,F
3,2024-04-18,21369,패스트푸드,27,F
3,2024-04-18,76354,차량관리/서비스,27,F
3,2024-04-18,78362,닭/오리요리,27,F
3,2024-04-19,50923,종합소매점,27,F
3,2024-04-19,58120,제조/도매,27,F
3,2024-04-19,8702,연료판매,27,F
3,2024-04-19,89476,음/식료품소매,27,F
3,2024-04-19,53745,차량관리/서비스,27,F
3,2024-04-20,51859,기타결제,27,F
3,2024-04-20,76600,취미/오락,27,F
3,2024-04-20,41401,연료판매,27,F
3,2024-04-20,34074,음/식료품소매,27,F
3,2024-04-20,70166,음/식료품소매,27,F
3,2024-04-21,26350,휴게소/대형업체,27,F
3,2024-04-21,21326,인테리어/가정용품,27,F
3,2024-04-21,64661,선물/완구,27,F
3,2024-04-21,73230,가전제품,27,F
3,2024-04-21,21482,기타결제,27,F
3,2024-04-22,1194,취미/오락,27,F
3,2024-04-22,43192,한식,27,F
3,2024-04-22,9578,제과/제빵/떡/케익,27,F
3,2024-04-22,6305,의약/의료품,27,F
3,2024-04-22,93243,패션잡화,27,F
3,2024-04-23,94422,종합소매점,27,F
3,2024-04-23,10804,의복/의류,27,F
3,2024-04-23,4943,의약/의료품,27,F
3,2024-04-23,54940,고기요리,27,F
3,2024-04-23,67351,한식,27,F
3,2024-04-24,4324,인테리어/가정용품,27,F
3,2024-04-24,60700,미용서비스,27,F
3,2024-04-24,82906,사무/교육용품,27,F
3,2024-04-24,51030,중식,27,F
3,2024-04-24,30697,고기요리,27,F
3,2024-04-25,90361,의약/의료품,27,F
3,2024-04-25,21476,일반스포츠,27,F
3,2024-04-25,14162,제조/도매,27,F
3,2024-04-25,43484,미용서비스,27,F
3,2024-04-25,51938,연료판매,27,F
3,2024-04-26,17942,기업,27,F
3,2024-04-26,42295,선물/완구,27,F
3,2024-04-26,16598,음/식료품소매,27,F
3,2024-04-26,89164,의복/의류,27,F
3,2024-04-26,28598,분식,27,F
3,2024-04-27,35807,악기/공예,27,F
3,2024-04-27,45156,음/식료품소매,27,F
3,2024-04-27,9103,인터넷쇼핑,27,F
3,2024-04-27,18691,분식,27,F
3,2024-04-27,77417,렌탈서비스,27,F
3,2024-04-28,29232,일반스포츠,27,F
3,2024-04-28,1399,음/식료품소매,27,F
3,2024-04-28,4970,보안/운송,27,F
3,2024-04-28,54305,차량관리/서비스,27,F
3,2024-04-28,32996,종합소매점,27,F
3,2024-04-29,11532,기타결제,27,F
3,2024-04-29,52301,스포츠/레져용품,27,F
3,2024-04-29,70251,유아교육,27,F
3,2024-04-29,95565,숙박,27,F
3,2024-04-29,35263,인테리어/가정용품,27,F
3,2024-04-30,8463,커피/음료,27,F
3,2024-04-30,9677,분식,27,F
3,2024-04-30,40176,패션잡화,27,F
3,2024-04-30,64660,음/식료품소매,27,F
3,2024-04-30,8965,부페,27,F
4,2024-04-01,64487,닭/오리요리,23,F
4,2024-04-01,11673,휴게소/대형업체,23,F
4,2024-04-01,31275,일식/수산물,23,F
4,2024-04-01,70834,일반스포츠,23,F
4,2024-04-01,84090,화장품소매,23,F
4,2024-04-02,15128,부페,23,F
4,2024-04-02,1505,연료판매,23,F
4,2024-04-02,2421,세탁/가사서비스,23,F
4,2024-04-02,15992,취미/오락,23,F
4,2024-04-02,31425,특화병원,23,F
4,2024-04-03,24562,취미/오락,23,F
4,2024-04-03,79567,서적/도서,23,F
4,2024-04-03,74981,제조/도매,23,F
4,2024-04-03,89798,유흥주점,23,F
4,2024-04-03,26549,한식,23,F
4,2024-04-04,37284,중식,23,F
4,2024-04-04,13397,연료판매,23,F
4,2024-04-04,20606,종합소매점,23,F
4,2024-04-04,54241,세탁/가사서비스,23,F
4,2024-04-04,30572,일반스포츠,23,F
4,2024-04-05,11140,커피/음료,23,F
4,2024-04-05,16849,한식,23,F
4,2024-04-05,63545,한식,23,F
4,2024-04-05,24596,일반병원,23,F
4,2024-04-05,20658,패션잡화,23,F
4,2024-04-06,56205,간이주점,23,F
4,2024-04-06,20017,패스트푸드,23,F
4,2024-04-06,15000,커피/음료,23,F
4,2024-04-06,53010,한식,23,F
4,2024-04-06,10588,사우나/휴게시설,23,F
4,2024-04-07,17608,의복/의류,23,F
4,2024-04-07,25058,의약/의료품,23,F
4,2024-04-07,10219,커피/음료,23,F
4,2024-04-07,26231,고기요리,23,F
4,2024-04-07,25220,기타결제,23,F
4,2024-04-08,97328,일식/수산물,23,F
4,2024-04-08,26163,제과/제빵/떡/케익,23,F
4,2024-04-08,63361,음/식료품소매,23,F
4,2024-04-08,98313,수의업,23,F
4,2024-04-08,30762,종합소매점,23,F
4,2024-04-09,28615,연료판매,23,F
4,2024-04-09,65032,의약/의료품,23,F
4,2024-04-09,93358,화장품소매,23,F
4,2024-04-09,41190,양식,23,F
4,2024-04-09,77186,한식,23,F
4,2024-04-10,43636,음/식료품소매,23,F
4,2024-04-10,16370,패스트푸드,23,F
4,2024-04-10,63701,의약/의료품,23,F
4,2024-04-10,88155,고기요리,23,F
4,2024-04-10,30818,음/식료품소매,23,F
4,2024-04-11,68412,종합소매점,23,F
4,2024-04-11,20074,의복/의류,23,F
4,2024-04-11,85193,한식,23,F
4,2024-04-11,68781,기업,23,F
4,2024-04-11,70769,종합소매점,23,F
4,2024-04-12,24326,패스트푸드,23,F
4,2024-04-12,21364,유아교육,23,F
4,2024-04-12,20275,제과/제빵/떡/케익,23,F
4,2024-04-12,33391,유아교육,23,F
4,2024-04-12,83157,일식/수산물,23,F
4,2024-04-13,73928,의복/의류,23,F
4,2024-04-13,8546,사우나/휴게시설,23,F
4,2024-04-13,14462,커피/음료,23,F
4,2024-04-13,56733,분식,23,F
4,2024-04-13,30259,인터넷쇼핑,23,F
4,2024-04-14,67986,연료판매,23,F
4,2024-04-14,51708,일반병원,23,F
4,2024-04-14,39578,차량관리/서비스,23,F
4,2024-04-14,14230,광고/인쇄/인화,23,F
4,2024-04-14,36620,보안/운송,23,F
4,2024-04-15,16775,화장품소매,23,F
4,2024-04-15,76974,의복/의류,23,F
4,2024-04-15,88065,연료판매,23,F
4,2024-04-15,37077,연료판매,23,F
4,2024-04-15,38014,별식/퓨전요리,23,F
4,2024-04-16,15034,취미/오락,23,F
4,2024-04-16,72530,유흥주점,23,F
4,2024-04-16,60109,일식/수산물,23,F
4,2024-04-16,80375,고기요리,23,F
4,2024-04-16,83680,고기요리,23,F
4,2024-04-17,3021,음/식료품소매,23,F
4,2024-04-17,60436,간이주점,23,F
4,2024-04-17,67722,고기요리,23,F
4,2024-04-17,15000,커피/음료,23,F
4,2024-04-17,71810,의약/의료품,23,F
4,2024-04-18,18547,의복/의류,23,F
4,2024-04-18,50183,화장품소매,23,F
4,2024-04-18,11640,휴게소/대형업체,23,F
4,2024-04-18,61540,차량관리/서비스,23,F
4,2024-04-18,12561,양식,23,F
4,2024-04-19,34235,일반스포츠,23,F
4,2024-04-19,39941,사무/교육용품,23,F
4,2024-04-19,21288,의복/의류,23,F
4,2024-04-19,5134,종합소매점,23,F
4,2024-04-19,44173,의약/의료품,23,F
4,2024-04-20,2111,화장품소매,23,F
4,2024-04-20,14480,닭/오리요리,23,F
4,2024-04-20,65135,제조/도매,23,F
4,2024-04-20,34596,음/식료품소매,23,F
4,2024-04-20,19955,의복/의류,23,F
4,2024-04-21,34846,고기요리,23,F
4,2024-04-21,92439,일반스포츠,23,F
4,2024-04-21,22371,의약/의료품,23,F
4,2024-04-21,84859,의약/의료품,23,F
4,2024-04-21,2952,연료판매,23,F
4,2024-04-22,35308,제과/제빵/떡/케익,23,F
4,2024-04-22,35930,음/식료품소매,23,F
4,2024-04-22,38782,닭/오리요리,23,F
4,2024-04-22,62775,종합소매점,23,F
4,2024-04-22,53643,부페,23,F
4,2024-04-23,40527,화장품소매,23,F
4,2024-04-23,44412,휴게소/대형업체,23,F
4,2024-04-23,77318,패션잡화,23,F
4,2024-04-23,42450,외국어학원,23,F
4,2024-04-23,10387,연료판매,23,F
4,2024-04-24,75783,연료판매,23,F
4,2024-04-24,1940,한식,23,F
4,2024-04-24,41448,패스트푸드,23,F
4,2024-04-24,15000,커피/음료,23,F
4,2024-04-24,28781,광고/인쇄/인화,23,F
4,2024-04-25,52335,일반병원,23,F
4,2024-04-25,64405,예체능계학원,23,F
4,2024-04-25,2707,커피/음료,23,F
4,2024-04-25,81184,한식,23,F
4,2024-04-25,93401,종합소매점,23,F
4,2024-04-26,58644,한식,23,F
4,2024-04-26,99465,연료판매,23,F
4,2024-04-26,25506,별식/퓨전요리,23,F
4,2024-04-26,68425,음/식료품소매,23,F
4,2024-04-26,65776,종합소매점,23,F
4,2024-04-27,47420,미용서비스,23,F
4,2024-04-27,75273,숙박,23,F
4,2024-04-27,15000,커피/음료,23,F
4,2024-04-27,1174,일반병원,23,F
4,2024-04-27,12624,패스트푸드,23,F
4,2024-04-28,75141,연료판매,23,F
4,2024-04-28,31610,의복/의류,23,F
4,2024-04-28,7206,양식,23,F
4,2024-04-28,23835,연료판매,23,F
4,2024-04-28,20840,휴게소/대형업체,23,F
4,2024-04-29,3742,커피/음료,23,F
4,2024-04-29,19954,특화병원,23,F
4,2024-04-29,26295,분식,23,F
4,2024-04-29,37915,미용서비스,23,F
4,2024-04-29,26315,간이주점,23,F
4,2024-04-30,3128,제과/제빵/떡/케익,23,F
4,2024-04-30,43463,숙박,23,F
4,2024-04-30,38642,종합소매점,23,F
4,2024-04-30,68446,종합소매점,23,F
4,2024-04-30,65161,선물/완구,23,F
5,2024-04-01,84005,음/식료품소매,20,M
5,2024-04-01,10993,일식/수산물,20,M
5,2024-04-01,12625,종합소매점,20,M
5,2024-04-01,56134,일반병원,20,M
5,2024-04-01,26790,의약/의료품,20,M
5,2024-04-02,31327,종합소매점,20,M
5,2024-04-02,16756,기업,20,M
5,2024-04-02,18361,종합소매점,20,M
5,2024-04-02,57312,연료판매,20,M
5,2024-04-02,88593,악기/공예,20,M
5,2024-04-03,60080,패션잡화,20,M
5,2024-04-03,40818,중식,20,M
5,2024-04-03,43428,패션잡화,20,M
5,2024-04-03,52495,종합소매점,20,M
5,2024-04-03,11753,제과/제빵/떡/케익,20,M
5,2024-04-04,15000,커피/음료,20,M
5,2024-04-04,82379,연료판매,20,M
5,2024-04-04,21403,한식,20,M
5,2024-04-04,15383,제과/제빵/떡/케익,20,M
5,2024-04-04,7504,종합소매점,20,M
5,2024-04-05,82088,닭/오리요리,20,M
5,2024-04-05,99942,연료판매,20,M
